dataset_id,data,loja,produto,quantidade_prevista
VAREJO_05,2027-01-11,LOJA_04,PROD_07,44.47
VAREJO_05,2027-01-11,LOJA_04,PROD_08,50.76
VAREJO_05,2027-01-11,LOJA_04,PROD_09,46.92
VAREJO_05,2027-01-11,LOJA_04,PROD_10,52.96
VAREJO_05,2027-01-12,LOJA_01,PROD_01,36.47
VAREJO_05,2027-01-12,LOJA_01,PROD_02,55.35
VAREJO_05,2027-01-12,LOJA_01,PROD_03,39.93
VAREJO_05,2027-01-12,LOJA_01,PROD_04,36.86
VAREJO_05,2027-01-12,LOJA_01,PROD_05,32.48
VAREJO_05,2027-01-12,LOJA_01,PROD_06,37.59
VAREJO_05,2027-01-12,LOJA_01,PROD_07,27.11
VAREJO_05,2027-01-12,LOJA_01,PROD_08,35.8
VAREJO_05,2027-01-12,LOJA_01,PROD_09,38.74
VAREJO_05,2027-01-12,LOJA_01,PROD_10,38.21
VAREJO_05,2027-01-12,LOJA_02,PROD_01,42.37
VAREJO_05,2027-01-12,LOJA_02,PROD_02,62.68
VAREJO_05,2027-01-12,LOJA_02,PROD_03,44.88
VAREJO_05,2027-01-12,LOJA_02,PROD_04,43.41
VAREJO_05,2027-01-12,LOJA_02,PROD_05,35.59
VAREJO_05,2027-01-12,LOJA_02,PROD_06,44.14
VAREJO_05,2027-01-12,LOJA_02,PROD_07,31.76
VAREJO_05,2027-01-12,LOJA_02,PROD_08,49.56
VAREJO_05,2027-01-12,LOJA_02,PROD_09,42.3
VAREJO_05,2027-01-12,LOJA_02,PROD_10,43.21
VAREJO_05,2027-01-12,LOJA_03,PROD_01,48.7
VAREJO_05,2027-01-12,LOJA_03,PROD_02,50.74
VAREJO_05,2027-01-12,LOJA_03,PROD_03,37.2
VAREJO_05,2027-01-12,LOJA_03,PROD_04,46.55
VAREJO_05,2027-01-12,LOJA_03,PROD_05,41.1
VAREJO_05,2027-01-12,LOJA_03,PROD_06,47.05
VAREJO_05,2027-01-12,LOJA_03,PROD_07,37.87
VAREJO_05,2027-01-12,LOJA_03,PROD_08,44.7
VAREJO_05,2027-01-12,LOJA_03,PROD_09,43.3
VAREJO_05,2027-01-12,LOJA_03,PROD_10,65.29
VAREJO_05,2027-01-12,LOJA_04,PROD_01,52.64
VAREJO_05,2027-01-12,LOJA_04,PROD_02,62.53
VAREJO_05,2027-01-12,LOJA_04,PROD_03,53.8
VAREJO_05,2027-01-12,LOJA_04,PROD_04,54.71
VAREJO_05,2027-01-12,LOJA_04,PROD_05,46.13
VAREJO_05,2027-01-12,LOJA_04,PROD_06,52.46
VAREJO_05,2027-01-12,LOJA_04,PROD_07,45.03
VAREJO_05,2027-01-12,LOJA_04,PROD_08,50.41
VAREJO_05,2027-01-12,LOJA_04,PROD_09,47.14
VAREJO_05,2027-01-12,LOJA_04,PROD_10,53.88
VAREJO_05,2027-01-13,LOJA_01,PROD_01,35.69
VAREJO_05,2027-01-13,LOJA_01,PROD_02,38.77
VAREJO_05,2027-01-13,LOJA_01,PROD_03,28.04
VAREJO_05,2027-01-13,LOJA_01,PROD_04,35.86
VAREJO_05,2027-01-13,LOJA_01,PROD_05,32.21
VAREJO_05,2027-01-13,LOJA_01,PROD_06,48.31
VAREJO_05,2027-01-13,LOJA_01,PROD_07,27.32
VAREJO_05,2027-01-13,LOJA_01,PROD_08,35.26
VAREJO_05,2027-01-13,LOJA_01,PROD_09,38.51
VAREJO_05,2027-01-13,LOJA_01,PROD_10,38.19
VAREJO_05,2027-01-13,LOJA_02,PROD_01,42.73
VAREJO_05,2027-01-13,LOJA_02,PROD_02,48.38
VAREJO_05,2027-01-13,LOJA_02,PROD_03,31.28
VAREJO_05,2027-01-13,LOJA_02,PROD_04,43.16
VAREJO_05,2027-01-13,LOJA_02,PROD_05,53.03
VAREJO_05,2027-01-13,LOJA_02,PROD_06,43.81
VAREJO_05,2027-01-13,LOJA_02,PROD_07,43.29
VAREJO_05,2027-01-13,LOJA_02,PROD_08,38.62
VAREJO_05,2027-01-13,LOJA_02,PROD_09,41.35
VAREJO_05,2027-01-13,LOJA_02,PROD_10,43.48
VAREJO_05,2027-01-13,LOJA_03,PROD_01,47.81
VAREJO_05,2027-01-13,LOJA_03,PROD_02,50.6
VAREJO_05,2027-01-13,LOJA_03,PROD_03,36.71
VAREJO_05,2027-01-13,LOJA_03,PROD_04,46.23
VAREJO_05,2027-01-13,LOJA_03,PROD_05,41.86
VAREJO_05,2027-01-13,LOJA_03,PROD_06,46.69
VAREJO_05,2027-01-13,LOJA_03,PROD_07,49.82
VAREJO_05,2027-01-13,LOJA_03,PROD_08,44.67
VAREJO_05,2027-01-13,LOJA_03,PROD_09,43.3
VAREJO_05,2027-01-13,LOJA_03,PROD_10,50.44
VAREJO_05,2027-01-13,LOJA_04,PROD_01,52.31
VAREJO_05,2027-01-13,LOJA_04,PROD_02,57.28
VAREJO_05,2027-01-13,LOJA_04,PROD_03,53.92
VAREJO_05,2027-01-13,LOJA_04,PROD_04,66.87
VAREJO_05,2027-01-13,LOJA_04,PROD_05,46.16
VAREJO_05,2027-01-13,LOJA_04,PROD_06,52.21
VAREJO_05,2027-01-13,LOJA_04,PROD_07,43.6
VAREJO_05,2027-01-13,LOJA_04,PROD_08,63.74
VAREJO_05,2027-01-13,LOJA_04,PROD_09,46.79
VAREJO_05,2027-01-13,LOJA_04,PROD_10,52.61
VAREJO_05,2027-01-14,LOJA_01,PROD_01,35.76
VAREJO_05,2027-01-14,LOJA_01,PROD_02,38.84
VAREJO_05,2027-01-14,LOJA_01,PROD_03,28.35
VAREJO_05,2027-01-14,LOJA_01,PROD_04,48.54
VAREJO_05,2027-01-14,LOJA_01,PROD_05,43.43
VAREJO_05,2027-01-14,LOJA_01,PROD_06,37.26
VAREJO_05,2027-01-14,LOJA_01,PROD_07,40.67
VAREJO_05,2027-01-14,LOJA_01,PROD_08,34.94
VAREJO_05,2027-01-14,LOJA_01,PROD_09,51.38
VAREJO_05,2027-01-14,LOJA_01,PROD_10,38.45
VAREJO_05,2027-01-14,LOJA_02,PROD_01,43.19
VAREJO_05,2027-01-14,LOJA_02,PROD_02,62.44
VAREJO_05,2027-01-14,LOJA_02,PROD_03,31.06
VAREJO_05,2027-01-14,LOJA_02,PROD_04,54.49
VAREJO_05,2027-01-14,LOJA_02,PROD_05,36.05
VAREJO_05,2027-01-14,LOJA_02,PROD_06,43.57
VAREJO_05,2027-01-14,LOJA_02,PROD_07,43.32
VAREJO_05,2027-01-14,LOJA_02,PROD_08,39.02
VAREJO_05,2027-01-14,LOJA_02,PROD_09,41.58
VAREJO_05,2027-01-14,LOJA_02,PROD_10,43.54
VAREJO_05,2027-01-14,LOJA_03,PROD_01,48.04
VAREJO_05,2027-01-14,LOJA_03,PROD_02,50.85
VAREJO_05,2027-01-14,LOJA_03,PROD_03,37.12
VAREJO_05,2027-01-14,LOJA_03,PROD_04,44.93
VAREJO_05,2027-01-14,LOJA_03,PROD_05,41.76
VAREJO_05,2027-01-14,LOJA_03,PROD_06,46.33
VAREJO_05,2027-01-14,LOJA_03,PROD_07,49.67
VAREJO_05,2027-01-14,LOJA_03,PROD_08,44.63
VAREJO_05,2027-01-14,LOJA_03,PROD_09,55.12
VAREJO_05,2027-01-14,LOJA_03,PROD_10,50.8
VAREJO_05,2027-01-14,LOJA_04,PROD_01,52.46
VAREJO_05,2027-01-14,LOJA_04,PROD_02,74.78
VAREJO_05,2027-01-14,LOJA_04,PROD_03,43.54
VAREJO_05,2027-01-14,LOJA_04,PROD_04,52.73
VAREJO_05,2027-01-14,LOJA_04,PROD_05,46.14
VAREJO_05,2027-01-14,LOJA_04,PROD_06,51.59
VAREJO_05,2027-01-14,LOJA_04,PROD_07,43.79
VAREJO_05,2027-01-14,LOJA_04,PROD_08,62.96
VAREJO_05,2027-01-14,LOJA_04,PROD_09,46.8
VAREJO_05,2027-01-14,LOJA_04,PROD_10,52.68
VAREJO_05,2027-01-15,LOJA_01,PROD_01,35.65
VAREJO_05,2027-01-15,LOJA_01,PROD_02,38.92
VAREJO_05,2027-01-15,LOJA_01,PROD_03,27.81
VAREJO_05,2027-01-15,LOJA_01,PROD_04,36.36
VAREJO_05,2027-01-15,LOJA_01,PROD_05,31.11
VAREJO_05,2027-01-15,LOJA_01,PROD_06,49.04
VAREJO_05,2027-01-15,LOJA_01,PROD_07,27.54
VAREJO_05,2027-01-15,LOJA_01,PROD_08,51.76
VAREJO_05,2027-01-15,LOJA_01,PROD_09,50.78
VAREJO_05,2027-01-15,LOJA_01,PROD_10,39.45
VAREJO_05,2027-01-15,LOJA_02,PROD_01,42.98
VAREJO_05,2027-01-15,LOJA_02,PROD_02,61.76
VAREJO_05,2027-01-15,LOJA_02,PROD_03,31.92
VAREJO_05,2027-01-15,LOJA_02,PROD_04,54.44
VAREJO_05,2027-01-15,LOJA_02,PROD_05,35.5
VAREJO_05,2027-01-15,LOJA_02,PROD_06,43.79
VAREJO_05,2027-01-15,LOJA_02,PROD_07,31.19
VAREJO_05,2027-01-15,LOJA_02,PROD_08,38.72
VAREJO_05,2027-01-15,LOJA_02,PROD_09,54.2
VAREJO_05,2027-01-15,LOJA_02,PROD_10,56.1
VAREJO_05,2027-01-15,LOJA_03,PROD_01,48.27
VAREJO_05,2027-01-15,LOJA_03,PROD_02,50.66
VAREJO_05,2027-01-15,LOJA_03,PROD_03,37.44
VAREJO_05,2027-01-15,LOJA_03,PROD_04,46.76
VAREJO_05,2027-01-15,LOJA_03,PROD_05,41.94
VAREJO_05,2027-01-15,LOJA_03,PROD_06,60.36
VAREJO_05,2027-01-15,LOJA_03,PROD_07,37.85
VAREJO_05,2027-01-15,LOJA_03,PROD_08,44.7
VAREJO_05,2027-01-15,LOJA_03,PROD_09,43.74
VAREJO_05,2027-01-15,LOJA_03,PROD_10,50.93
VAREJO_05,2027-01-15,LOJA_04,PROD_01,52.21
VAREJO_05,2027-01-15,LOJA_04,PROD_02,57.51
VAREJO_05,2027-01-15,LOJA_04,PROD_03,43.72
VAREJO_05,2027-01-15,LOJA_04,PROD_04,52.82
VAREJO_05,2027-01-15,LOJA_04,PROD_05,59.82
VAREJO_05,2027-01-15,LOJA_04,PROD_06,53.74
VAREJO_05,2027-01-15,LOJA_04,PROD_07,43.43
VAREJO_05,2027-01-15,LOJA_04,PROD_08,49.86
VAREJO_05,2027-01-15,LOJA_04,PROD_09,46.53
VAREJO_05,2027-01-15,LOJA_04,PROD_10,69.38
VAREJO_05,2027-01-16,LOJA_01,PROD_01,44.14
VAREJO_05,2027-01-16,LOJA_01,PROD_02,59.1
VAREJO_05,2027-01-16,LOJA_01,PROD_03,31.88
VAREJO_05,2027-01-16,LOJA_01,PROD_04,40.39
VAREJO_05,2027-01-16,LOJA_01,PROD_05,36.21
VAREJO_05,2027-01-16,LOJA_01,PROD_06,41.15
VAREJO_05,2027-01-16,LOJA_01,PROD_07,29.63
VAREJO_05,2027-01-16,LOJA_01,PROD_08,39.45
VAREJO_05,2027-01-16,LOJA_01,PROD_09,42.76
VAREJO_05,2027-01-16,LOJA_01,PROD_10,58.11
VAREJO_05,2027-01-16,LOJA_02,PROD_01,43.2
VAREJO_05,2027-01-16,LOJA_02,PROD_02,64.72
VAREJO_05,2027-01-16,LOJA_02,PROD_03,38.12
VAREJO_05,2027-01-16,LOJA_02,PROD_04,44.88
VAREJO_05,2027-01-16,LOJA_02,PROD_05,52.26
VAREJO_05,2027-01-16,LOJA_02,PROD_06,48.13
VAREJO_05,2027-01-16,LOJA_02,PROD_07,46.91
VAREJO_05,2027-01-16,LOJA_02,PROD_08,43.2
VAREJO_05,2027-01-16,LOJA_02,PROD_09,59.57
VAREJO_05,2027-01-16,LOJA_02,PROD_10,48.37
VAREJO_05,2027-01-16,LOJA_03,PROD_01,51.96
VAREJO_05,2027-01-16,LOJA_03,PROD_02,56.53
VAREJO_05,2027-01-16,LOJA_03,PROD_03,43.06
VAREJO_05,2027-01-16,LOJA_03,PROD_04,49.18
VAREJO_05,2027-01-16,LOJA_03,PROD_05,46.81
VAREJO_05,2027-01-16,LOJA_03,PROD_06,50.0
VAREJO_05,2027-01-16,LOJA_03,PROD_07,43.44
VAREJO_05,2027-01-16,LOJA_03,PROD_08,50.64
VAREJO_05,2027-01-16,LOJA_03,PROD_09,48.61
VAREJO_05,2027-01-16,LOJA_03,PROD_10,56.82
VAREJO_05,2027-01-16,LOJA_04,PROD_01,58.3
VAREJO_05,2027-01-16,LOJA_04,PROD_02,62.31
VAREJO_05,2027-01-16,LOJA_04,PROD_03,43.9
VAREJO_05,2027-01-16,LOJA_04,PROD_04,60.63
VAREJO_05,2027-01-16,LOJA_04,PROD_05,49.7
VAREJO_05,2027-01-16,LOJA_04,PROD_06,59.73
VAREJO_05,2027-01-16,LOJA_04,PROD_07,48.89
VAREJO_05,2027-01-16,LOJA_04,PROD_08,56.54
VAREJO_05,2027-01-16,LOJA_04,PROD_09,53.08
VAREJO_05,2027-01-16,LOJA_04,PROD_10,61.19
VAREJO_05,2027-01-17,LOJA_01,PROD_01,41.81
VAREJO_05,2027-01-17,LOJA_01,PROD_02,45.06
VAREJO_05,2027-01-17,LOJA_01,PROD_03,33.19
VAREJO_05,2027-01-17,LOJA_01,PROD_04,39.48
VAREJO_05,2027-01-17,LOJA_01,PROD_05,46.74
VAREJO_05,2027-01-17,LOJA_01,PROD_06,41.85
VAREJO_05,2027-01-17,LOJA_01,PROD_07,29.83
VAREJO_05,2027-01-17,LOJA_01,PROD_08,41.39
VAREJO_05,2027-01-17,LOJA_01,PROD_09,42.3
VAREJO_05,2027-01-17,LOJA_01,PROD_10,44.0
VAREJO_05,2027-01-17,LOJA_02,PROD_01,46.92
VAREJO_05,2027-01-17,LOJA_02,PROD_02,50.67
VAREJO_05,2027-01-17,LOJA_02,PROD_03,37.33
VAREJO_05,2027-01-17,LOJA_02,PROD_04,45.79
VAREJO_05,2027-01-17,LOJA_02,PROD_05,41.54
VAREJO_05,2027-01-17,LOJA_02,PROD_06,48.55
VAREJO_05,2027-01-17,LOJA_02,PROD_07,46.61
VAREJO_05,2027-01-17,LOJA_02,PROD_08,42.65
VAREJO_05,2027-01-17,LOJA_02,PROD_09,46.7
VAREJO_05,2027-01-17,LOJA_02,PROD_10,61.6
VAREJO_05,2027-01-17,LOJA_03,PROD_01,51.71
VAREJO_05,2027-01-17,LOJA_03,PROD_02,55.64
VAREJO_05,2027-01-17,LOJA_03,PROD_03,42.31
VAREJO_05,2027-01-17,LOJA_03,PROD_04,65.09
VAREJO_05,2027-01-17,LOJA_03,PROD_05,45.67
VAREJO_05,2027-01-17,LOJA_03,PROD_06,52.02
VAREJO_05,2027-01-17,LOJA_03,PROD_07,56.9
VAREJO_05,2027-01-17,LOJA_03,PROD_08,48.49
VAREJO_05,2027-01-17,LOJA_03,PROD_09,48.67
VAREJO_05,2027-01-17,LOJA_03,PROD_10,56.66
VAREJO_05,2027-01-17,LOJA_04,PROD_01,70.74
VAREJO_05,2027-01-17,LOJA_04,PROD_02,75.32
VAREJO_05,2027-01-17,LOJA_04,PROD_03,58.67
VAREJO_05,2027-01-17,LOJA_04,PROD_04,58.7
VAREJO_05,2027-01-17,LOJA_04,PROD_05,49.98
VAREJO_05,2027-01-17,LOJA_04,PROD_06,71.38
VAREJO_05,2027-01-17,LOJA_04,PROD_07,47.6
VAREJO_05,2027-01-17,LOJA_04,PROD_08,55.34
VAREJO_05,2027-01-17,LOJA_04,PROD_09,52.07
VAREJO_05,2027-01-17,LOJA_04,PROD_10,58.99
VAREJO_05,2027-01-18,LOJA_01,PROD_01,35.78
VAREJO_05,2027-01-18,LOJA_01,PROD_02,38.48
VAREJO_05,2027-01-18,LOJA_01,PROD_03,28.4
VAREJO_05,2027-01-18,LOJA_01,PROD_04,36.28
VAREJO_05,2027-01-18,LOJA_01,PROD_05,31.17
VAREJO_05,2027-01-18,LOJA_01,PROD_06,37.01
VAREJO_05,2027-01-18,LOJA_01,PROD_07,27.33
VAREJO_05,2027-01-18,LOJA_01,PROD_08,51.34
VAREJO_05,2027-01-18,LOJA_01,PROD_09,38.13
VAREJO_05,2027-01-18,LOJA_01,PROD_10,54.13
VAREJO_05,2027-01-18,LOJA_02,PROD_01,42.51
VAREJO_05,2027-01-18,LOJA_02,PROD_02,62.18
VAREJO_05,2027-01-18,LOJA_02,PROD_03,31.84
VAREJO_05,2027-01-18,LOJA_02,PROD_04,55.25
VAREJO_05,2027-01-18,LOJA_02,PROD_05,36.12
VAREJO_05,2027-01-18,LOJA_02,PROD_06,43.58
VAREJO_05,2027-01-18,LOJA_02,PROD_07,32.16
VAREJO_05,2027-01-18,LOJA_02,PROD_08,38.64
VAREJO_05,2027-01-18,LOJA_02,PROD_09,53.96
VAREJO_05,2027-01-18,LOJA_02,PROD_10,43.08
VAREJO_05,2027-01-18,LOJA_03,PROD_01,48.66
VAREJO_05,2027-01-18,LOJA_03,PROD_02,65.73
VAREJO_05,2027-01-18,LOJA_03,PROD_03,52.76
VAREJO_05,2027-01-18,LOJA_03,PROD_04,45.32
VAREJO_05,2027-01-18,LOJA_03,PROD_05,42.14
VAREJO_05,2027-01-18,LOJA_03,PROD_06,61.0
VAREJO_05,2027-01-18,LOJA_03,PROD_07,49.61
VAREJO_05,2027-01-18,LOJA_03,PROD_08,56.62
VAREJO_05,2027-01-18,LOJA_03,PROD_09,43.58
VAREJO_05,2027-01-18,LOJA_03,PROD_10,64.98
VAREJO_05,2027-01-18,LOJA_04,PROD_01,52.4
VAREJO_05,2027-01-18,LOJA_04,PROD_02,57.66
VAREJO_05,2027-01-18,LOJA_04,PROD_03,44.36
VAREJO_05,2027-01-18,LOJA_04,PROD_04,65.21
VAREJO_05,2027-01-18,LOJA_04,PROD_05,46.44
VAREJO_05,2027-01-18,LOJA_04,PROD_06,52.29
VAREJO_05,2027-01-18,LOJA_04,PROD_07,44.32
VAREJO_05,2027-01-18,LOJA_04,PROD_08,51.04
VAREJO_05,2027-01-18,LOJA_04,PROD_09,46.85
VAREJO_05,2027-01-18,LOJA_04,PROD_10,69.78
VAREJO_05,2027-01-19,LOJA_01,PROD_01,35.36
VAREJO_05,2027-01-19,LOJA_01,PROD_02,56.23
VAREJO_05,2027-01-19,LOJA_01,PROD_03,27.21
VAREJO_05,2027-01-19,LOJA_01,PROD_04,35.91
VAREJO_05,2027-01-19,LOJA_01,PROD_05,34.01
VAREJO_05,2027-01-19,LOJA_01,PROD_06,37.47
VAREJO_05,2027-01-19,LOJA_01,PROD_07,27.4
VAREJO_05,2027-01-19,LOJA_01,PROD_08,35.76
VAREJO_05,2027-01-19,LOJA_01,PROD_09,50.05
VAREJO_05,2027-01-19,LOJA_01,PROD_10,39.87
VAREJO_05,2027-01-19,LOJA_02,PROD_01,42.18
VAREJO_05,2027-01-19,LOJA_02,PROD_02,48.91
VAREJO_05,2027-01-19,LOJA_02,PROD_03,31.05
VAREJO_05,2027-01-19,LOJA_02,PROD_04,43.24
VAREJO_05,2027-01-19,LOJA_02,PROD_05,36.08
VAREJO_05,2027-01-19,LOJA_02,PROD_06,55.01
VAREJO_05,2027-01-19,LOJA_02,PROD_07,31.47
VAREJO_05,2027-01-19,LOJA_02,PROD_08,50.57
VAREJO_05,2027-01-19,LOJA_02,PROD_09,42.36
VAREJO_05,2027-01-19,LOJA_02,PROD_10,43.07
VAREJO_05,2027-01-19,LOJA_03,PROD_01,48.81
VAREJO_05,2027-01-19,LOJA_03,PROD_02,66.23
VAREJO_05,2027-01-19,LOJA_03,PROD_03,50.84
VAREJO_05,2027-01-19,LOJA_03,PROD_04,47.19
VAREJO_05,2027-01-19,LOJA_03,PROD_05,42.21
VAREJO_05,2027-01-19,LOJA_03,PROD_06,46.53
VAREJO_05,2027-01-19,LOJA_03,PROD_07,49.79
VAREJO_05,2027-01-19,LOJA_03,PROD_08,44.38
VAREJO_05,2027-01-19,LOJA_03,PROD_09,43.46
VAREJO_05,2027-01-19,LOJA_03,PROD_10,65.63
VAREJO_05,2027-01-19,LOJA_04,PROD_01,52.64
VAREJO_05,2027-01-19,LOJA_04,PROD_02,75.09
VAREJO_05,2027-01-19,LOJA_04,PROD_03,44.83
VAREJO_05,2027-01-19,LOJA_04,PROD_04,53.08
VAREJO_05,2027-01-19,LOJA_04,PROD_05,46.41
VAREJO_05,2027-01-19,LOJA_04,PROD_06,52.5
VAREJO_05,2027-01-19,LOJA_04,PROD_07,44.38
VAREJO_05,2027-01-19,LOJA_04,PROD_08,50.86
VAREJO_05,2027-01-19,LOJA_04,PROD_09,59.36
VAREJO_05,2027-01-19,LOJA_04,PROD_10,53.09
VAREJO_05,2027-01-20,LOJA_01,PROD_01,35.28
VAREJO_05,2027-01-20,LOJA_01,PROD_02,56.27
VAREJO_05,2027-01-20,LOJA_01,PROD_03,28.51
VAREJO_05,2027-01-20,LOJA_01,PROD_04,36.98
VAREJO_05,2027-01-20,LOJA_01,PROD_05,44.08
VAREJO_05,2027-01-20,LOJA_01,PROD_06,37.09
VAREJO_05,2027-01-20,LOJA_01,PROD_07,27.84
VAREJO_05,2027-01-20,LOJA_01,PROD_08,35.74
VAREJO_05,2027-01-20,LOJA_01,PROD_09,37.55
VAREJO_05,2027-01-20,LOJA_01,PROD_10,53.29
VAREJO_05,2027-01-20,LOJA_02,PROD_01,42.75
VAREJO_05,2027-01-20,LOJA_02,PROD_02,63.24
VAREJO_05,2027-01-20,LOJA_02,PROD_03,32.08
VAREJO_05,2027-01-20,LOJA_02,PROD_04,42.56
VAREJO_05,2027-01-20,LOJA_02,PROD_05,36.93
VAREJO_05,2027-01-20,LOJA_02,PROD_06,43.87
VAREJO_05,2027-01-20,LOJA_02,PROD_07,31.09
VAREJO_05,2027-01-20,LOJA_02,PROD_08,39.03
VAREJO_05,2027-01-20,LOJA_02,PROD_09,55.04
VAREJO_05,2027-01-20,LOJA_02,PROD_10,55.86
VAREJO_05,2027-01-20,LOJA_03,PROD_01,48.53
VAREJO_05,2027-01-20,LOJA_03,PROD_02,65.29
VAREJO_05,2027-01-20,LOJA_03,PROD_03,53.08
VAREJO_05,2027-01-20,LOJA_03,PROD_04,57.5
VAREJO_05,2027-01-20,LOJA_03,PROD_05,53.98
VAREJO_05,2027-01-20,LOJA_03,PROD_06,46.61
VAREJO_05,2027-01-20,LOJA_03,PROD_07,37.5
VAREJO_05,2027-01-20,LOJA_03,PROD_08,44.71
VAREJO_05,2027-01-20,LOJA_03,PROD_09,43.09
VAREJO_05,2027-01-20,LOJA_03,PROD_10,50.82
VAREJO_05,2027-01-20,LOJA_04,PROD_01,52.9
VAREJO_05,2027-01-20,LOJA_04,PROD_02,60.14
VAREJO_05,2027-01-20,LOJA_04,PROD_03,43.9
VAREJO_05,2027-01-20,LOJA_04,PROD_04,54.01
VAREJO_05,2027-01-20,LOJA_04,PROD_05,45.96
VAREJO_05,2027-01-20,LOJA_04,PROD_06,52.69
VAREJO_05,2027-01-20,LOJA_04,PROD_07,55.57
VAREJO_05,2027-01-20,LOJA_04,PROD_08,50.75
VAREJO_05,2027-01-20,LOJA_04,PROD_09,60.06
VAREJO_05,2027-01-20,LOJA_04,PROD_10,52.69
VAREJO_05,2027-01-21,LOJA_01,PROD_01,36.48
VAREJO_05,2027-01-21,LOJA_01,PROD_02,40.49
VAREJO_05,2027-01-21,LOJA_01,PROD_03,39.64
VAREJO_05,2027-01-21,LOJA_01,PROD_04,36.62
VAREJO_05,2027-01-21,LOJA_01,PROD_05,29.93
VAREJO_05,2027-01-21,LOJA_01,PROD_06,37.14
VAREJO_05,2027-01-21,LOJA_01,PROD_07,27.4
VAREJO_05,2027-01-21,LOJA_01,PROD_08,35.66
VAREJO_05,2027-01-21,LOJA_01,PROD_09,37.82
VAREJO_05,2027-01-21,LOJA_01,PROD_10,38.05
VAREJO_05,2027-01-21,LOJA_02,PROD_01,42.77
VAREJO_05,2027-01-21,LOJA_02,PROD_02,47.69
VAREJO_05,2027-01-21,LOJA_02,PROD_03,45.09
VAREJO_05,2027-01-21,LOJA_02,PROD_04,42.66
VAREJO_05,2027-01-21,LOJA_02,PROD_05,49.59
VAREJO_05,2027-01-21,LOJA_02,PROD_06,43.57
VAREJO_05,2027-01-21,LOJA_02,PROD_07,31.23
VAREJO_05,2027-01-21,LOJA_02,PROD_08,37.93
VAREJO_05,2027-01-21,LOJA_02,PROD_09,54.67
VAREJO_05,2027-01-21,LOJA_02,PROD_10,43.47
VAREJO_05,2027-01-21,LOJA_03,PROD_01,61.42
VAREJO_05,2027-01-21,LOJA_03,PROD_02,50.53
VAREJO_05,2027-01-21,LOJA_03,PROD_03,37.44
VAREJO_05,2027-01-21,LOJA_03,PROD_04,46.4
VAREJO_05,2027-01-21,LOJA_03,PROD_05,54.18
VAREJO_05,2027-01-21,LOJA_03,PROD_06,47.14
VAREJO_05,2027-01-21,LOJA_03,PROD_07,37.88
VAREJO_05,2027-01-21,LOJA_03,PROD_08,44.65
VAREJO_05,2027-01-21,LOJA_03,PROD_09,55.5
VAREJO_05,2027-01-21,LOJA_03,PROD_10,50.98
VAREJO_05,2027-01-21,LOJA_04,PROD_01,51.94
VAREJO_05,2027-01-21,LOJA_04,PROD_02,73.52
VAREJO_05,2027-01-21,LOJA_04,PROD_03,44.05
VAREJO_05,2027-01-21,LOJA_04,PROD_04,66.07
VAREJO_05,2027-01-21,LOJA_04,PROD_05,59.49
VAREJO_05,2027-01-21,LOJA_04,PROD_06,52.81
VAREJO_05,2027-01-21,LOJA_04,PROD_07,43.6
VAREJO_05,2027-01-21,LOJA_04,PROD_08,51.0
VAREJO_05,2027-01-21,LOJA_04,PROD_09,47.05
VAREJO_05,2027-01-21,LOJA_04,PROD_10,53.04
VAREJO_05,2027-01-22,LOJA_01,PROD_01,51.38
VAREJO_05,2027-01-22,LOJA_01,PROD_02,39.15
VAREJO_05,2027-01-22,LOJA_01,PROD_03,28.91
VAREJO_05,2027-01-22,LOJA_01,PROD_04,37.16
VAREJO_05,2027-01-22,LOJA_01,PROD_05,31.75
VAREJO_05,2027-01-22,LOJA_01,PROD_06,36.91
VAREJO_05,2027-01-22,LOJA_01,PROD_07,26.95
VAREJO_05,2027-01-22,LOJA_01,PROD_08,35.22
VAREJO_05,2027-01-22,LOJA_01,PROD_09,38.09
VAREJO_05,2027-01-22,LOJA_01,PROD_10,39.69
VAREJO_05,2027-01-22,LOJA_02,PROD_01,42.31
VAREJO_05,2027-01-22,LOJA_02,PROD_02,62.9
VAREJO_05,2027-01-22,LOJA_02,PROD_03,44.41
VAREJO_05,2027-01-22,LOJA_02,PROD_04,42.52
VAREJO_05,2027-01-22,LOJA_02,PROD_05,35.4
VAREJO_05,2027-01-22,LOJA_02,PROD_06,43.68
VAREJO_05,2027-01-22,LOJA_02,PROD_07,43.71
VAREJO_05,2027-01-22,LOJA_02,PROD_08,38.0
VAREJO_05,2027-01-22,LOJA_02,PROD_09,41.69
VAREJO_05,2027-01-22,LOJA_02,PROD_10,43.67
VAREJO_05,2027-01-22,LOJA_03,PROD_01,48.3
VAREJO_05,2027-01-22,LOJA_03,PROD_02,66.43
VAREJO_05,2027-01-22,LOJA_03,PROD_03,37.62
VAREJO_05,2027-01-22,LOJA_03,PROD_04,46.55
VAREJO_05,2027-01-22,LOJA_03,PROD_05,41.68
VAREJO_05,2027-01-22,LOJA_03,PROD_06,46.52
VAREJO_05,2027-01-22,LOJA_03,PROD_07,51.18
VAREJO_05,2027-01-22,LOJA_03,PROD_08,44.46
VAREJO_05,2027-01-22,LOJA_03,PROD_09,43.35
VAREJO_05,2027-01-22,LOJA_03,PROD_10,50.04
VAREJO_05,2027-01-22,LOJA_04,PROD_01,67.7
VAREJO_05,2027-01-22,LOJA_04,PROD_02,57.82
