dataset_id,data,loja,produto,categoria,preco,promocao,estoque,quantidade_vendida,temperatura_prevista,receita_final
VAREJO_05,2025-07-25,LOJA_04,PROD_10,utilidades,30.13,0,101,52,21.5,1566.76
VAREJO_05,2025-05-26,LOJA_01,PROD_02,alimentos,14.65,1,92,38,18.8,556.7
VAREJO_05,2025-07-28,LOJA_04,PROD_07,,36.34,1,177,53,19.0,1926.02
VAREJO_05,2025-03-07,LOJA_02,PROD_08,limpeza,54.65,0,,38,28.0,2076.7
VAREJO_05,2025-12-13,LOJA_01,PROD_01,alimentos,12.29,0,174,47,31.8,577.63
VAREJO_05,2025-09-01,LOJA_04,PROD_07,limpeza,36.93,1,148,58,21.0,2141.94
VAREJO_05,2025-06-25,LOJA_01,PROD_07,limpeza,43.07,0,104,18,19.6,775.26
VAREJO_05,2025-03-04,LOJA_03,PROD_10,utilidades,28.87,0,159,47,26.2,1356.89
VAREJO_05,2025-01-15,LOJA_02,PROD_09,utilidades,20.59,sim,100,54,29.8,1111.86
VAREJO_05,2025-12-27,LOJA_02,PROD_08,limpeza,54.67,0,119,53,27.5,2897.51
VAREJO_05,2025-04-09,LOJA_02,PROD_06,higiene,30.83,1,114,48,22.3,1479.84
VAREJO_05,2025-05-17,LOJA_01,PROD_07,limpeza,42.76,0,108,17,18.7,726.92
VAREJO_05,2025-09-26,LOJA_03,PROD_07,limpeza,42.75,0,122,37,21.4,1581.75
VAREJO_05,2025-04-23,LOJA_02,PROD_08, LIMPEZA ,47.87,1,96,40,18.7,1914.8
VAREJO_05,13/04/2025,LOJA_02,PROD_01,alimentos,,1,132,46,20.1,507.84
VAREJO_05,2025-09-15,LOJA_03,PROD_03,bebidas,6.57,0,141,43,20.5,282.51
VAREJO_05,2025-12-20,LOJA_04,PROD_09,utilidades,21.48,0,167,58,,1245.84
VAREJO_05,2025-09-30,LOJA_03,PROD_01,alimentos,9.77,1,169,59,24.7,576.43
VAREJO_05,2025-08-16,LOJA_01,PROD_09,utilidades,21.8,0,142,28,20.2,610.4
VAREJO_05,2025-06-15,LOJA_04,PROD_08,limpeza,47.07,1,110,67,15.3,3153.69
VAREJO_05,2025-12-31,LOJA_03,PROD_06,higiene,34.75,0,171,49,30.5,1702.75
VAREJO_05,2025-08-20,LOJA_03,PROD_03,bebidas,6.24,0,126,40,21.8,249.6
VAREJO_05,2025-03-04,LOJA_04,PROD_10,utilidades,31.27,0,128,52,28.2,1626.04
VAREJO_05,2025-10-08,LOJA_02,PROD_08,limpeza,54.6,0,149,41,25.5,2238.6
VAREJO_05,2025-04-19,LOJA_03,PROD_02,alimentos,18.03,nao,104,38,22.1,685.14
VAREJO_05,2025-06-24,LOJA_03,PROD_06,higiene,35.45,0,134,31,19.9,1098.95
VAREJO_05,2025-07-16,LOJA_01,PROD_03,bebidas,6.83,0,111,20,19.5,136.6
VAREJO_05,2025-05-31,LOJA_02,PROD_07,limpeza,42.16,0,94,26,17.7,1096.16
VAREJO_05,2025-02-18,LOJA_02,PROD_04,bebidas,8.88,1,122,44,29.2,390.72
VAREJO_05,2025-02-24,LOJA_02,PROD_03,bebidas,,0,98,28,29.4,209.16
VAREJO_05,2025-05-28,LOJA_03,PROD_10,utilidades,25.96,1,121,51,22.1,1323.96
VAREJO_05,2025-10-16,LOJA_04,PROD_05,higiene,27.2,0,156,60,23.8,1632.0
VAREJO_05,2025-08-09,LOJA_03,PROD_02,alimentos,17.9,0,158,53,17.0,948.7
VAREJO_05,2025-11-29,LOJA_01,PROD_06,higiene,35.85,0,100,45,29.7,1613.25
VAREJO_05,2025-03-05,LOJA_03,PROD_08,limpeza,55.17,0,106,47,27.4,2592.99
VAREJO_05,2025-04-18,LOJA_02,PROD_08,limpeza,54.08,0,177,31,20.0,1676.48
VAREJO_05,2025-07-22,LOJA_01,PROD_01,alimentos,11.8,0,136,28,16.7,330.4
VAREJO_05,2025-10-27,LOJA_02,PROD_06,higiene,34.17,0,,49,29.4,1674.33
VAREJO_05,2025-11-22,LOJA_01,PROD_02,alimentos,17.32,0,108,50,26.2,866.0
VAREJO_05,2025-03-23,LOJA_01,PROD_06,higiene,34.93,0,162,31,27.4,1082.83
VAREJO_05,2025-09-24,LOJA_04,PROD_03,bebidas,4.91,1,136,60,22.7,294.6
VAREJO_05,2025-01-07,LOJA_01,PROD_01,alimentos,10.86,1,168,57,31.8,619.02
VAREJO_05,2025-10-02,LOJA_03,PROD_01,,12.74,0,110,44,22.0,560.56
VAREJO_05,2025-04-03,LOJA_01,PROD_01,alimentos,9.57,1,154,28,22.0,267.96
VAREJO_05,2025-01-07,LOJA_02,PROD_10,utilidades,30.61,0,154,54,32.3,1652.94
VAREJO_05,2025-02-10,LOJA_03,PROD_08,limpeza,55.3,0,142,51,26.4,2820.3
VAREJO_05,2025-12-28,LOJA_04,PROD_03,bebidas,6.55,0,115,54,27.7,353.7
VAREJO_05,2025-01-21,LOJA_04,PROD_04,bebidas,10.92,0,147,53,27.8,578.76
VAREJO_05,2025-01-13,LOJA_02,PROD_02,alimentos,15.87,1,143,57,30.6,904.59
VAREJO_05,2025-05-11,LOJA_04,PROD_10,utilidades,29.14,0,128,44,16.7,1282.16
VAREJO_05,2025-09-21,LOJA_02,PROD_08,limpeza,54.97,0,135,42,26.0,2308.74
VAREJO_05,2025-01-29,LOJA_04,PROD_06,higiene,34.91,,173,52,29.6,1815.32
VAREJO_05,2025-05-10,LOJA_02,PROD_07,limpeza,41.96,0,117,29,22.7,1216.84
VAREJO_05,2025-02-16,LOJA_04,PROD_07,,40.6,0,90,44,26.2,1786.4
VAREJO_05,2025-12-12,LOJA_04,PROD_10,utilidades,25.48,1,141,75,30.1,1911.0
VAREJO_05,2025-12-09,LOJA_04,PROD_04,bebidas,9.57,0,162,56,27.8,535.92
VAREJO_05,2025-04-22,LOJA_04,PROD_10,utilidades,29.5,0,148,37,22.8,1091.5
VAREJO_05,2025-02-17,LOJA_03,PROD_09,utilidades,18.81,1,137,53,26.2,996.93
VAREJO_05,2025-01-20,LOJA_02,PROD_06,higiene,29.28,1,102,57,26.6,1668.96
VAREJO_05,2025-08-02,LOJA_03,PROD_06,higiene,34.56,0,112,54,17.3,1866.24
VAREJO_05,2025-09-09,LOJA_02,PROD_05,higiene,,0,122,44,21.7,
VAREJO_05,2025-12-05,LOJA_03,PROD_05,higiene,26.93,0,157,37,26.6,996.41
VAREJO_05,2025-12-22,LOJA_04,PROD_04,bebidas,11.17,0,135,51,30.0,569.67
VAREJO_05,2025-03-17,LOJA_01,PROD_01, ALIMENTOS ,12.95,0,129,25,25.5,323.75
VAREJO_05,2025-09-16,LOJA_04,PROD_08,limpeza,56.01,0,137,51,23.8,2856.51
VAREJO_05,2025-06-22,LOJA_04,PROD_04,,,0,132,41,19.5,466.17
VAREJO_05,2025-01-07,LOJA_01,PROD_03,bebidas,,1,145,42,29.7,253.26
VAREJO_05,2025-11-13,LOJA_01,PROD_09,utilidades,22.13,0,110,35,28.8,774.55
VAREJO_05,2025-12-27,LOJA_04,PROD_08,limpeza,54.83,0,175,50,29.9,2741.5
VAREJO_05,2025-04-07,LOJA_02,PROD_02,alimentos,,1,,46,22.3,717.14
VAREJO_05,2025-02-24,LOJA_04,PROD_01,alimentos,11.88,0,105,55,29.5,653.4
VAREJO_05,2025-05-02,LOJA_03,PROD_05,higiene,27.12,0,177,34,20.3,922.08
VAREJO_05,2025-06-03,LOJA_04,PROD_05,higiene,27.43,,93,36,17.2,987.48
VAREJO_05,2025-07-08,LOJA_04,PROD_03,bebidas,7.1,0,157,31,19.0,220.1
VAREJO_05,2025-04-06,LOJA_01,PROD_07,limpeza,34.64,1,144,41,21.6,1420.24
VAREJO_05,2025-01-25,LOJA_02,PROD_05,higiene,28.32,nao,128,37,28.0,1047.84
VAREJO_05,2025-10-10,LOJA_04,PROD_06,higiene,35.71,,165,61,23.3,2178.31
VAREJO_05,2025-05-31,LOJA_03,PROD_09,utilidades,21.85,0,100,29,19.0,633.65
VAREJO_05,2025-05-31,LOJA_02,PROD_03,bebidas,6.68,0,135,27,18.4,180.36
VAREJO_05,2025-07-26,LOJA_01,PROD_07,limpeza,42.46,0,172,26,18.8,1103.96
VAREJO_05,2025-01-23,LOJA_02,PROD_07,limpeza,42.41,0,95,30,30.6,1272.3
VAREJO_05,2025-11-12,LOJA_02,PROD_07,limpeza,42.46,0,108,39,30.9,1655.94
VAREJO_05,2025-12-27,LOJA_03,PROD_07,limpeza,42.37,,107,40,31.3,1694.8
VAREJO_05,2025-08-16,LOJA_02,PROD_03,bebidas,6.49,0,145,39,20.2,253.11
VAREJO_05,2025-06-10,LOJA_04,PROD_10,utilidades,30.3,0,141,41,18.4,1242.3
VAREJO_05,2025-06-06,LOJA_01,PROD_03,bebidas,7.36,0,179,15,19.0,110.4
VAREJO_05,2025-08-31,LOJA_02,PROD_05,higiene,23.76,1,143,59,20.4,1401.84
VAREJO_05,2025-10-27,LOJA_04,PROD_03,bebidas,6.02,0,,50,28.8,301.0
VAREJO_05,2025-05-27,LOJA_03,PROD_03,bebidas,6.49,0,129,30,17.2,194.7
VAREJO_05,2025-12-17,LOJA_01,PROD_03,bebidas,7.19,0,124,23,29.9,165.37
VAREJO_05,2025-07-30,LOJA_02,PROD_02,alimentos,16.77,0,127,43,17.6,721.11
VAREJO_05,2025-02-02,LOJA_03,PROD_02,alimentos,17.97,0,102,58,29.0,1042.26
VAREJO_05,2025-03-20,LOJA_03,PROD_04,bebidas,10.9,0,153,37,27.6,403.3
VAREJO_05,2025-07-12,LOJA_04,PROD_09,utilidades,22.1,0,101,42,20.9,928.2
VAREJO_05,2025-01-18,LOJA_04,PROD_06,higiene,34.67,0,92,54,31.6,1872.18
VAREJO_05,2025-09-25,LOJA_03,PROD_04,bebidas,10.1,1,,60,21.9,606.0
VAREJO_05,2025-09-05,LOJA_02,PROD_06,higiene,34.33,0,141,50,20.7,1716.5
VAREJO_05,2025-09-10,LOJA_03,PROD_06,higiene,34.99,0,166,48,20.8,1679.52
VAREJO_05,2025-04-11,LOJA_03,PROD_03,bebidas,7.97,0,130,32,20.6,255.04
VAREJO_05,2025-11-26,LOJA_02,PROD_02,alimentos,17.86,0,123,53,31.5,946.58
VAREJO_05,2025-10-19,LOJA_02,PROD_07,limpeza,41.16,0,159,39,25.5,1605.24
VAREJO_05,2025-06-02,LOJA_04,PROD_10,utilidades,29.88,0,,42,20.2,1254.96
VAREJO_05,2025-12-06,LOJA_01,PROD_10,utilidades,25.26,1,,55,28.0,1389.3
VAREJO_05,2025-01-05,LOJA_02,PROD_09,utilidades,22.98,0,94,51,30.0,1171.98
VAREJO_05,2025-11-23,LOJA_03,PROD_06,higiene,36.11,0,97,61,30.6,2202.71
VAREJO_05,2025-08-21,LOJA_03,PROD_05,higiene,28.23,0,110,38,,1072.74
VAREJO_05,2025-12-26,LOJA_02,PROD_01,alimentos,10.25,1,168,56,29.1,574.0
VAREJO_05,2025-12-04,LOJA_01,PROD_04,bebidas,11.27,0,128,41,29.8,462.07
VAREJO_05,2025-02-09,LOJA_02,PROD_08,limpeza,55.39,0,95,44,30.1,2437.16
VAREJO_05,2025-12-09,LOJA_02,PROD_01,alimentos,11.47,,106,46,31.2,527.62
VAREJO_05,2025-02-14,LOJA_04,PROD_06,higiene,35.06,0,117,52,29.3,1823.12
VAREJO_05,2025-02-19,LOJA_04,PROD_01,alimentos,11.5,0,144,48,27.7,552.0
VAREJO_05,2025-11-06,LOJA_01,PROD_07,,42.48,0,100,30,27.8,1274.4
VAREJO_05,2025-07-25,LOJA_03,PROD_04,bebidas,10.32,0,97,40,21.6,412.8
VAREJO_05,2025-05-15,LOJA_02,PROD_06,higiene,35.34,0,139,31,21.5,1095.54
VAREJO_05,2025-07-29,LOJA_03,PROD_07,,42.87,0,153,28,16.5,1200.36
VAREJO_05,2025-02-16,LOJA_03,PROD_06,higiene,34.21,0,159,54,29.4,1847.34
VAREJO_05,2025-06-17,LOJA_02,PROD_08,limpeza,55.5,0,109,33,19.4,1831.5
VAREJO_05,31/10/2025,LOJA_03,PROD_01,alimentos,10.65,1,,60,23.8,639.0
VAREJO_05,2025-07-05,LOJA_01,PROD_06,higiene,"35,51",0,,37,18.1,1313.87
VAREJO_05,2025-01-04,LOJA_04,PROD_07,,42.42,0,133,46,27.4,1951.32
VAREJO_05,2025-06-16,LOJA_02,PROD_07,limpeza,36.22,1,139,37,17.3,1340.14
VAREJO_05,2025-11-14,LOJA_02,PROD_03,bebidas,7.64,0,153,34,24.4,259.76
VAREJO_05,2025-04-28,LOJA_01,PROD_05,higiene,27.64,0,,18,24.4,
VAREJO_05,2025-04-27,LOJA_03,PROD_07,limpeza,41.22,0,92,28,19.3,1154.16
VAREJO_05,2025-05-25,LOJA_02,PROD_02,alimentos,18.2,,163,40,20.7,728.0
VAREJO_05,2025-07-08,LOJA_01,PROD_04,bebidas,10.38,1,96,34,17.8,352.92
VAREJO_05,2025-04-06,LOJA_01,PROD_09,utilidades,,0,131,35,22.4,731.5
VAREJO_05,2025-05-27,LOJA_01,PROD_09,utilidades,,0,113,26,18.6,558.48
VAREJO_05,2025-08-06,LOJA_03,PROD_02,alimentos,17.64,0,100,50,20.0,882.0
VAREJO_05,2025-08-01,LOJA_01,PROD_08,limpeza,53.86,0,135,29,15.8,1561.94
VAREJO_05,2025-07-08,LOJA_03,PROD_04,bebidas,10.34,1,114,55,17.5,
VAREJO_05,2025-05-16,LOJA_01,PROD_10,utilidades,29.74,0,146,33,22.0,981.42
VAREJO_05,2025-07-09,LOJA_04,PROD_06,higiene,35.79,0,137,45,16.7,1610.55
VAREJO_05,2025-11-13,LOJA_04,PROD_08,limpeza,46.73,1,158,60,25.4,2803.8
VAREJO_05,2025-01-29,LOJA_04,PROD_02,alimentos,17.36,0,104,60,28.2,1041.6
VAREJO_05,2025-10-26,LOJA_01,PROD_08,limpeza,55.84,0,97,39,28.9,
VAREJO_05,2025-11-14,LOJA_03,PROD_04,bebidas,9.55,1,128,60,26.6,573.0
VAREJO_05,2025-05-04,LOJA_02,PROD_10,utilidades,24.94,1,150,53,21.2,1321.82
VAREJO_05,2025-01-26,LOJA_04,PROD_06,higiene,35.25,0,128,55,26.7,1938.75
VAREJO_05,2025-12-09,LOJA_01,PROD_10,utilidades,29.75,0,133,38,29.2,1130.5
VAREJO_05,2025-06-20,LOJA_01,PROD_05,higiene,27.94,0,162,20,19.7,558.8
VAREJO_05,2025-12-12,LOJA_03,PROD_03,bebidas,6.78,nao,162,31,30.0,210.18
VAREJO_05,2025-01-12,LOJA_02,PROD_03,bebidas,6.95,0,178,41,29.8,284.95
VAREJO_05,2025-05-20,LOJA_03,PROD_02,alimentos,18.22,0,157,38,19.2,692.36
VAREJO_05,2025-01-07,LOJA_03,PROD_05,higiene,24.11,1,96,53,29.8,1277.83
VAREJO_05,2025-11-03,LOJA_02,PROD_07,limpeza,41.41,0,99,34,25.9,1407.94
VAREJO_05,2025-12-22,LOJA_01,PROD_06,higiene,35.53,0,165,38,,1350.14
VAREJO_05,01/10/2025,LOJA_02,PROD_09,utilidades,21.76,0,158,43,21.4,935.68
VAREJO_05,2025-11-10,LOJA_03,PROD_06,higiene,34.5,0,104,51,29.2,1759.5
VAREJO_05,22/04/2025,LOJA_01,PROD_04,bebidas,10.99,0,90,19,21.0,208.81
VAREJO_05,2025-04-19,LOJA_04,PROD_08,limpeza,,0,166,37,22.6,2066.08
VAREJO_05,2025-04-29,LOJA_01,PROD_02,alimentos,17.7,0,,26,21.7,460.2
VAREJO_05,2025-02-13,LOJA_02,PROD_09,utilidades,22.77,0,128,31,32.4,705.87
VAREJO_05,2025-09-06,LOJA_03,PROD_02,,18.08,0,172,54,21.3,976.32
VAREJO_05,2025-05-23,LOJA_02,PROD_04,bebidas,11.56,0,160,30,16.2,346.8
VAREJO_05,2025-09-23,LOJA_03,PROD_06,higiene,34.71,0,148,44,22.8,1527.24
VAREJO_05,2025-08-30,LOJA_01,PROD_08,limpeza,54.45,0,138,40,22.3,2178.0
VAREJO_05,2025-10-22,LOJA_04,PROD_08,limpeza,55.88,0,,54,26.6,3017.52
VAREJO_05,2025-03-30,LOJA_03,PROD_05,higiene,25.3,1,106,54,24.9,1366.2
VAREJO_05,2025-08-18,LOJA_02,PROD_05,higiene,28.2,0,174,43,16.7,1212.6
VAREJO_05,2025-06-04,LOJA_02,PROD_10,utilidades,,1,147,51,21.5,1336.71
VAREJO_05,2025-10-15,LOJA_04,PROD_01,alimentos,9.88,1,160,68,27.6,671.84
VAREJO_05,2025-09-18,LOJA_03,PROD_04,bebidas,10.4,0,162,53,20.5,551.2
VAREJO_05,2025-09-22,LOJA_01,PROD_01,alimentos,10.94,0,143,30,22.8,328.2
VAREJO_05,2025-05-25,LOJA_02,PROD_10,utilidades,30.3,0,157,34,20.5,1030.2
VAREJO_05,2025-04-11,LOJA_03,PROD_06,higiene,31.06,1,147,46,21.5,1428.76
VAREJO_05,2025-03-08,LOJA_02,PROD_05,higiene,23.59,1,9999,49,27.7,1155.91
VAREJO_05,2025-10-29,LOJA_02,PROD_01,alimentos,12.51,0,148,48,25.9,600.48
VAREJO_05,2025-07-31,LOJA_03,PROD_02,alimentos,14.87,1,179,53,,788.11
VAREJO_05,2025-08-30,LOJA_03,PROD_04,bebidas,10.18,0,179,52,21.8,529.36
VAREJO_05,2025-03-10,LOJA_02,PROD_02,alimentos,18.09,0,130,36,26.0,651.24
VAREJO_05,2025-11-29,LOJA_03,PROD_08,limpeza,46.73,1,132,64,28.6,2990.72
VAREJO_05,2025-01-03,LOJA_03,PROD_06,higiene,36.74,0,136,53,30.4,
VAREJO_05,2025-08-15,LOJA_01,PROD_02,alimentos,18.43,0,101,40,20.6,737.2
VAREJO_05,2025-07-09,LOJA_02,PROD_01,alimentos,11.64,0,90,22,18.1,256.08
VAREJO_05,2025-01-14,LOJA_02,PROD_06,higiene,30.32,1,176,67,30.8,2031.44
VAREJO_05,2025-02-12,LOJA_01,PROD_06,higiene,29.36,1,159,45,29.6,1321.2
VAREJO_05,2025-01-30,LOJA_04,PROD_02,alimentos,17.39,0,147,53,28.5,921.67
VAREJO_05,2025-10-09,LOJA_02,PROD_07,limpeza,36.39,1,159,49,23.6,1783.11
VAREJO_05,2025-09-30,LOJA_01,PROD_09,utilidades,22.01,0,120,36,24.1,792.36
VAREJO_05,2025-06-24,LOJA_03,PROD_09,utilidades,"23,52",0,166,31,19.2,729.12
VAREJO_05,2025-10-05,LOJA_04,PROD_06,higiene,30.95,1,130,71,22.6,2197.45
VAREJO_05,2025-10-31,LOJA_02,PROD_04,bebidas,13.32,0,96,42,28.0,559.44
VAREJO_05,2025-09-05,LOJA_03,PROD_05,higiene,28.31,0,162,41,19.9,1160.71
VAREJO_05,2025-07-06,LOJA_04,PROD_01,alimentos,11.8,0,134,45,14.8,531.0
VAREJO_05,2025-06-06,LOJA_02,PROD_04,bebidas,9.86,0,138,32,18.9,
VAREJO_05,2025-12-16,LOJA_01,PROD_01,alimentos,11.69,0,160,39,29.6,455.91
VAREJO_05,2025-04-02,LOJA_02,PROD_09,utilidades,23.3,0,173,31,22.3,722.3
VAREJO_05,2025-02-23,LOJA_01,PROD_01,alimentos,10.55,1,175,55,28.4,580.25
VAREJO_05,2025-08-03,LOJA_04,PROD_03,bebidas,6.42,0,165,48,21.6,308.16
VAREJO_05,2025-06-09,LOJA_02,PROD_05,higiene,,0,141,28,20.2,763.28
VAREJO_05,2025-01-28,LOJA_03,PROD_06,higiene,35.13,0,94,48,29.7,1686.24
VAREJO_05,2025-03-19,LOJA_04,PROD_04,bebidas,10.18,0,103,48,26.6,488.64
VAREJO_05,2025-01-08,LOJA_03,PROD_05,higiene,27.93,0,114,36,31.6,1005.48
VAREJO_05,2025-10-24,LOJA_01,PROD_08,,,0,172,35,27.4,1959.3
VAREJO_05,2025-06-11,LOJA_03,PROD_04,bebidas,10.7,0,104,38,19.0,406.6
VAREJO_05,2025-06-21,LOJA_04,PROD_09,,19.12,1,96,66,17.8,1261.92
VAREJO_05,2025-03-28,LOJA_02,PROD_05,higiene,27.94,0,135,30,22.5,838.2
VAREJO_05,2025-07-21,LOJA_03,PROD_03,bebidas,,1,168,46,20.3,311.42
VAREJO_05,2025-07-07,LOJA_01,PROD_10,utilidades,29.29,0,176,25,19.9,732.25
VAREJO_05,2025-05-08,LOJA_01,PROD_03,bebidas,7.4,,,18,19.8,133.2
VAREJO_05,2025-06-24,LOJA_04,PROD_09,utilidades,22.66,0,117,40,18.0,906.4
VAREJO_05,2025-03-14,LOJA_02,PROD_05,higiene,24.63,1,100,46,26.7,1132.98
VAREJO_05,2025-09-12,LOJA_03,PROD_04,bebidas,11.49,0,141,59,21.2,677.91
VAREJO_05,2025-03-01,LOJA_04,PROD_10,utilidades,29.87,0,111,64,27.9,1911.68
VAREJO_05,2025-08-30,LOJA_04,PROD_04,bebidas,10.25,1,123,68,19.3,697.0
VAREJO_05,2025-04-04,LOJA_02,PROD_07,limpeza,41.97,0,116,17,26.7,713.49
VAREJO_05,2025-11-27,LOJA_02,PROD_09,utilidades,20.52,0,138,42,32.4,861.84
VAREJO_05,2025-07-22,LOJA_03,PROD_10,utilidades,26.9,1,160,54,15.6,1452.6
VAREJO_05,2025-08-04,LOJA_01,PROD_02,alimentos,18.04,0,135,33,19.1,595.32
VAREJO_05,2025-07-09,LOJA_03,PROD_10,utilidades,29.34,0,154,41,17.4,1202.94
VAREJO_05,2025-09-25,LOJA_04,PROD_06,higiene,34.94,0,101,52,24.7,
VAREJO_05,2025-12-10,LOJA_02,PROD_05,,27.72,0,92,39,29.8,
VAREJO_05,2025-02-16,LOJA_04,PROD_06,higiene,35.72,0,136,52,28.9,1857.44
VAREJO_05,2025-04-16,LOJA_01,PROD_07,limpeza,40.85,0,173,18,27.7,735.3
VAREJO_05,2025-10-10,LOJA_04,PROD_04,,10.73,0,,57,19.0,611.61
VAREJO_05,2025-11-14,LOJA_02,PROD_09,utilidades,22.71,0,91,46,30.0,1044.66
VAREJO_05,2025-05-18,LOJA_04,PROD_03,bebidas,8.25,0,,36,18.4,297.0
VAREJO_05,2025-07-07,LOJA_01,PROD_05,higiene,27.62,0,149,31,16.2,856.22
VAREJO_05,2025-08-10,LOJA_01,PROD_09,utilidades,,0,163,40,18.7,851.6
VAREJO_05,2025-09-01,LOJA_01,PROD_03,bebidas,7.17,0,151,32,21.2,229.44
VAREJO_05,2025-12-29,LOJA_02,PROD_03,bebidas,7.01,0,94,34,,238.34
VAREJO_05,2025-02-10,LOJA_01,PROD_02,alimentos,18.65,0,148,43,28.3,801.95
VAREJO_05,2025-10-18,LOJA_04,PROD_04,bebidas,,0,113,62,25.1,700.6
VAREJO_05,2025-07-08,LOJA_03,PROD_08,limpeza,55.89,0,108,28,21.2,1564.92
VAREJO_05,2025-07-02,LOJA_03,PROD_09, UTILIDADES ,21.29,0,178,38,17.8,809.02
VAREJO_05,2025-02-23,LOJA_04,PROD_10,,29.75,0,149,63,27.6,1874.25
VAREJO_05,2025-03-24,LOJA_01,PROD_05,higiene,,1,152,37,28.1,903.54
VAREJO_05,2025-05-12,LOJA_02,PROD_10,utilidades,30.36,0,102,37,21.4,1123.32
VAREJO_05,2025-10-04,LOJA_02,PROD_06,higiene,34.24,0,159,44,24.4,1506.56
VAREJO_05,2025-07-10,LOJA_01,PROD_04,bebidas,10.54,0,100,33,20.6,347.82
VAREJO_05,2025-05-10,LOJA_02,PROD_02,alimentos,14.33,1,172,56,20.9,802.48
VAREJO_05,2025-06-09,LOJA_01,PROD_05,higiene,27.68,0,169,21,17.7,581.28
VAREJO_05,2025-09-13,LOJA_03,PROD_08,,47.99,1,168,60,26.9,2879.4
VAREJO_05,2025-08-20,LOJA_03,PROD_05,higiene,27.59,0,116,46,18.1,1269.14
VAREJO_05,2025-04-27,LOJA_04,PROD_03,bebidas,7.28,0,130,36,21.2,262.08
VAREJO_05,2025-05-20,LOJA_01,PROD_05,higiene,28.13,0,177,19,19.4,
VAREJO_05,2025-01-28,LOJA_04,PROD_05,,28.92,0,141,41,27.9,1185.72
VAREJO_05,2025-02-27,LOJA_01,PROD_02,alimentos,18.05,0,166,42,25.7,
VAREJO_05,2025-05-30,LOJA_03,PROD_04,bebidas,9.4,1,179,48,18.7,451.2
VAREJO_05,2025-11-02,LOJA_01,PROD_09,utilidades,21.85,0,115,39,27.7,852.15
VAREJO_05,2025-01-05,LOJA_03,PROD_10,utilidades,,1,114,64,30.1,1624.96
VAREJO_05,2025-12-12,LOJA_04,PROD_06,higiene,30.85,1,175,70,30.5,2159.5
VAREJO_05,2025-01-02,LOJA_02,PROD_10,utilidades,25.83,1,121,59,30.9,1523.97
VAREJO_05,2025-08-31,LOJA_02,PROD_03,bebidas,7.32,0,177,40,19.1,292.8
VAREJO_05,2025-02-09,LOJA_04,PROD_06,higiene,30.33,1,141,73,30.0,2214.09
VAREJO_05,2025-09-06,LOJA_01,PROD_08,limpeza,54.8,0,138,36,23.0,1972.8
VAREJO_05,2025-09-25,LOJA_04,PROD_02,alimentos,18.02,0,144,53,24.2,955.06
VAREJO_05,2025-02-27,LOJA_02,PROD_03,bebidas,7.13,0,110,34,26.4,242.42
VAREJO_05,2025-12-24,LOJA_02,PROD_09,utilidades,22.05,0,104,40,32.5,882.0
VAREJO_05,2025-08-29,LOJA_02,PROD_02,alimentos,18.92,0,155,46,22.8,870.32
VAREJO_05,2025-06-02,LOJA_02,PROD_02,alimentos,13.69,1,146,43,18.3,588.67
VAREJO_05,2025-02-09,LOJA_03,PROD_04,bebidas,8.28,1,164,62,,513.36
VAREJO_05,2025-09-20,LOJA_02,PROD_01, ALIMENTOS ,11.63,,143,41,22.2,476.83
VAREJO_05,2025-09-28,LOJA_01,PROD_05,higiene,28.49,0,120,42,,1196.58
VAREJO_05,2025-12-27,LOJA_04,PROD_05,higiene,,1,156,65,30.8,1560.0
VAREJO_05,2025-08-21,LOJA_02,PROD_04,bebidas,12.15,0,98,42,20.9,510.3
VAREJO_05,2025-01-06,LOJA_01,PROD_10,utilidades,29.78,0,140,42,28.1,1250.76
VAREJO_05,2025-11-07,LOJA_03,PROD_08,limpeza,54.21,0,125,47,28.0,2547.87
VAREJO_05,2025-09-18,LOJA_01,PROD_03, BEBIDAS ,7.53,0,176,34,20.5,256.02
VAREJO_05,2025-09-09,LOJA_04,PROD_04,bebidas,12.0,0,174,56,20.9,672.0
VAREJO_05,2025-09-11,LOJA_02,PROD_03,bebidas,7.34,0,100,41,,300.94
VAREJO_05,2025-05-27,LOJA_04,PROD_04,bebidas,,,137,33,18.3,383.79
VAREJO_05,2025-02-10,LOJA_02,PROD_01,alimentos,11.74,0,126,41,29.2,481.34
VAREJO_05,2025-05-10,LOJA_01,PROD_07,limpeza,41.81,0,153,24,20.5,1003.44
VAREJO_05,2025-02-15,LOJA_02,PROD_04,bebidas,11.34,0,,46,25.6,521.64
VAREJO_05,2025-10-22,LOJA_04,PROD_01,alimentos,11.96,0,93,51,26.6,609.96
VAREJO_05,2025-01-10,LOJA_02,PROD_07,limpeza,36.75,1,133,44,32.0,1617.0
VAREJO_05,2025-09-28,LOJA_01,PROD_07,limpeza,41.65,,161,40,24.8,
VAREJO_05,2025-02-18,LOJA_02,PROD_01,,12.96,0,144,40,33.8,518.4
VAREJO_05,2025-08-25,LOJA_03,PROD_01,alimentos,11.07,0,168,39,25.1,431.73
VAREJO_05,2025-06-18,LOJA_04,PROD_01,alimentos,10.08,1,101,53,19.3,534.24
VAREJO_05,2025-06-01,LOJA_04,PROD_03,bebidas,7.0,0,143,35,20.6,245.0
VAREJO_05,2025-08-10,LOJA_02,PROD_02,alimentos,17.47,0,133,50,19.5,873.5
