dataset_id,data,loja,produto,categoria,preco,promocao,estoque,temperatura_prevista,receita_final
VAREJO_05,2027-01-08,LOJA_03,PROD_08,limpeza,55.18,0,161,30.8,
VAREJO_05,2027-01-08,LOJA_03,PROD_09,utilidades,20.85,0,141,27.1,
VAREJO_05,2027-01-08,LOJA_03,PROD_10,utilidades,30.26,0,93,31.8,
VAREJO_05,2027-01-08,LOJA_04,PROD_01,alimentos,12.37,0,102,32.1,
VAREJO_05,2027-01-08,LOJA_04,PROD_02,alimentos,18.17,0,161,29.4,
VAREJO_05,2027-01-08,LOJA_04,PROD_03,bebidas,6.61,0,148,29.1,
VAREJO_05,2027-01-08,LOJA_04,PROD_04,bebidas,11.09,0,133,30.3,
VAREJO_05,2027-01-08,LOJA_04,PROD_05,higiene,27.64,0,160,30.8,
VAREJO_05,2027-01-08,LOJA_04,PROD_06,higiene,29.86,1,129,29.9,
VAREJO_05,2027-01-08,LOJA_04,PROD_07,limpeza,36.12,1,122,30.0,
VAREJO_05,2027-01-08,LOJA_04,PROD_08,limpeza,47.35,1,103,29.1,
VAREJO_05,2027-01-08,LOJA_04,PROD_09,utilidades,22.11,0,106,29.9,
VAREJO_05,2027-01-08,LOJA_04,PROD_10,utilidades,31.08,0,144,,
VAREJO_05,2027-01-09,LOJA_01,PROD_01,alimentos,10.86,1,117,31.5,
VAREJO_05,2027-01-09,LOJA_01,PROD_02,alimentos,17.24,0,,31.3,
VAREJO_05,2027-01-09,LOJA_01,PROD_03,bebidas,5.07,1,99,30.2,
VAREJO_05,2027-01-09,LOJA_01,PROD_04,bebidas,11.1,0,99,30.8,
VAREJO_05,2027-01-09,LOJA_01,PROD_05,higiene,28.33,0,102,29.1,
VAREJO_05,2027-01-09,LOJA_01,PROD_06,higiene,33.82,0,113,32.7,
VAREJO_05,2027-01-09,LOJA_01,PROD_07,limpeza,43.15,0,,31.7,
VAREJO_05,2027-01-09,LOJA_01,PROD_08,limpeza,55.22,0,141,34.3,
VAREJO_05,2027-01-09,LOJA_01,PROD_09,utilidades,18.38,,,28.5,
VAREJO_05,2027-01-09,LOJA_01,PROD_10,utilidades,27.18,1,109,27.4,
VAREJO_05,2027-01-09,LOJA_02,PROD_01,alimentos,12.82,0,176,30.1,
VAREJO_05,2027-01-09,LOJA_02,PROD_02,alimentos,17.33,0,121,31.9,
VAREJO_05,2027-01-09,LOJA_02,PROD_03,bebidas,6.16,1,,33.5,
VAREJO_05,2027-01-09,LOJA_02,PROD_04,bebidas,-99.00,0,99,27.3,
VAREJO_05,2027-01-09,LOJA_02,PROD_05,,27.3,0,167,30.2,
VAREJO_05,2027-01-09,LOJA_02,PROD_06,,35.83,0,95,31.1,
VAREJO_05,09/01/2027,LOJA_02,PROD_07,limpeza,,0,141,30.3,
VAREJO_05,2027-01-09,LOJA_02,PROD_08,limpeza,54.72,,156,28.7,
VAREJO_05,2027-01-09,LOJA_02,PROD_09,utilidades,17.96,1,147,30.9,
VAREJO_05,2027-01-09,LOJA_02,PROD_10,utilidades,30.54,0,90,28.6,
VAREJO_05,2027-01-09,LOJA_03,PROD_01,alimentos,10.53,,143,28.0,
VAREJO_05,2027-01-09,LOJA_03,PROD_02,alimentos,17.77,0,178,30.1,
VAREJO_05,2027-01-09,LOJA_03,PROD_03,bebidas,7.22,0,95,29.1,
VAREJO_05,2027-01-09,LOJA_03,PROD_04,bebidas,11.75,0,101,32.3,
VAREJO_05,2027-01-09,LOJA_03,PROD_05,higiene,27.99,0,143,31.8,
VAREJO_05,2027-01-09,LOJA_03,PROD_06,higiene,29.92,1,146,27.4,
VAREJO_05,2027-01-09,LOJA_03,PROD_07,limpeza,42.06,0,149,28.9,
VAREJO_05,2027-01-09,LOJA_03,PROD_08,limpeza,53.62,,148,,
VAREJO_05,2027-01-09,LOJA_03,PROD_09,utilidades,21.47,0,145,29.6,
VAREJO_05,2027-01-09,LOJA_03,PROD_10,utilidades,29.81,,110,30.5,
VAREJO_05,2027-01-09,LOJA_04,PROD_01,alimentos,11.68,0,127,31.1,
VAREJO_05,2027-01-09,LOJA_04,PROD_02,alimentos,18.39,0,123,30.3,
VAREJO_05,2027-01-09,LOJA_04,PROD_03,bebidas,6.33,0,165,28.6,
VAREJO_05,2027-01-09,LOJA_04,PROD_04,bebidas,9.34,0,9999,28.5,
VAREJO_05,2027-01-09,LOJA_04,PROD_05,higiene,28.51,0,96,28.1,
VAREJO_05,2027-01-09,LOJA_04,PROD_06, HIGIENE ,29.66,1,122,29.1,
VAREJO_05,2027-01-09,LOJA_04,PROD_07,limpeza,42.04,0,,29.2,
VAREJO_05,2027-01-09,LOJA_04,PROD_08,limpeza,,1,163,29.9,
VAREJO_05,2027-01-09,LOJA_04,PROD_09,utilidades,22.39,0,132,30.8,
VAREJO_05,2027-01-09,LOJA_04,PROD_10,utilidades,30.79,0,90,27.6,
VAREJO_05,2027-01-10,LOJA_01,PROD_01,alimentos,12.11,0,162,29.9,
VAREJO_05,2027-01-10,LOJA_01,PROD_02,alimentos,17.5,0,123,29.3,
VAREJO_05,10/01/2027,LOJA_01,PROD_03,,6.83,0,160,,
VAREJO_05,2027-01-10,LOJA_01,PROD_04,bebidas,10.44,1,135,29.4,
VAREJO_05,2027-01-10,LOJA_01,PROD_05,higiene,28.16,0,,30.2,
VAREJO_05,2027-01-10,LOJA_01,PROD_06,higiene,34.75,0,111,29.1,
VAREJO_05,2027-01-10,LOJA_01,PROD_07,limpeza,,1,158,,
VAREJO_05,2027-01-10,LOJA_01,PROD_08,limpeza,56.04,0,146,30.2,
VAREJO_05,2027-01-10,LOJA_01,PROD_09,utilidades,21.4,0,92,29.9,
VAREJO_05,2027-01-10,LOJA_01,PROD_10,utilidades,30.37,0,107,29.6,
VAREJO_05,2027-01-10,LOJA_02,PROD_01,alimentos,10.46,1,134,29.6,
VAREJO_05,2027-01-10,LOJA_02,PROD_02,alimentos,14.91,1,112,28.3,
VAREJO_05,2027-01-10,LOJA_02,PROD_03,bebidas,7.28,0,175,30.6,
VAREJO_05,2027-01-10,LOJA_02,PROD_04,bebidas,9.96,0,100,27.7,
VAREJO_05,2027-01-10,LOJA_02,PROD_05,higiene,,0,91,26.7,
VAREJO_05,2027-01-10,LOJA_02,PROD_06,higiene,35.43,0,,29.8,
VAREJO_05,2027-01-10,LOJA_02,PROD_07,limpeza,36.33,1,120,29.0,
VAREJO_05,2027-01-10,LOJA_02,PROD_08,limpeza,48.45,1,151,28.1,
VAREJO_05,2027-01-10,LOJA_02,PROD_09,utilidades,18.9,1,108,32.7,
VAREJO_05,2027-01-10,LOJA_02,PROD_10,utilidades,30.43,0,100,27.1,
VAREJO_05,2027-01-10,LOJA_03,PROD_01,alimentos,11.5,0,93,31.1,
VAREJO_05,2027-01-10,LOJA_03,PROD_02,alimentos,18.13,0,107,30.2,
VAREJO_05,2027-01-10,LOJA_03,PROD_03,bebidas,5.53,1,140,29.3,
VAREJO_05,2027-01-10,LOJA_03,PROD_04,bebidas,10.63,0,153,,
VAREJO_05,2027-01-10,LOJA_03,PROD_05,higiene,28.47,0,133,31.0,
VAREJO_05,2027-01-10,LOJA_03,PROD_06,higiene,30.24,1,170,27.7,
VAREJO_05,2027-01-10,LOJA_03,PROD_07,limpeza,41.75,0,,28.2,
VAREJO_05,2027-01-10,LOJA_03,PROD_08,limpeza,55.5,0,122,,
VAREJO_05,2027-01-10,LOJA_03,PROD_09,utilidades,19.35,1,,,
VAREJO_05,2027-01-10,LOJA_03,PROD_10,utilidades,29.47,0,153,30.3,
VAREJO_05,2027-01-10,LOJA_04,PROD_01,alimentos,11.55,0,,29.8,
VAREJO_05,2027-01-10,LOJA_04,PROD_02,alimentos,17.18,0,163,29.4,
VAREJO_05,2027-01-10,LOJA_04,PROD_03,bebidas,7.53,0,166,30.1,
VAREJO_05,2027-01-10,LOJA_04,PROD_04,bebidas,10.0,0,90,34.1,
VAREJO_05,2027-01-10,LOJA_04,PROD_05,higiene,27.17,0,101,28.1,
VAREJO_05,2027-01-10,LOJA_04,PROD_06,higiene,30.99,1,134,30.0,
VAREJO_05,2027-01-10,LOJA_04,PROD_07,limpeza,41.53,0,123,28.4,
VAREJO_05,2027-01-10,LOJA_04,PROD_08,limpeza,54.75,0,129,30.3,
VAREJO_05,2027-01-10,LOJA_04,PROD_09,utilidades,22.61,,161,29.1,
VAREJO_05,2027-01-10,LOJA_04,PROD_10,utilidades,29.93,,100,31.7,
VAREJO_05,2027-01-11,LOJA_01,PROD_01,,11.05,0,108,26.1,
VAREJO_05,2027-01-11,LOJA_01,PROD_02,alimentos,,1,162,31.5,
VAREJO_05,2027-01-11,LOJA_01,PROD_03,bebidas,7.31,0,164,33.0,
VAREJO_05,2027-01-11,LOJA_01,PROD_04,bebidas,"10,7",0,115,31.6,
VAREJO_05,2027-01-11,LOJA_01,PROD_05,higiene,24.48,1,152,,
VAREJO_05,2027-01-11,LOJA_01,PROD_06,higiene,30.28,,134,31.0,
VAREJO_05,2027-01-11,LOJA_01,PROD_07,limpeza,35.8,1,167,30.2,
VAREJO_05,2027-01-11,LOJA_01,PROD_08,limpeza,54.67,0,123,33.0,
VAREJO_05,2027-01-11,LOJA_01,PROD_09,utilidades,22.1,0,91,29.6,
VAREJO_05,2027-01-11,LOJA_01,PROD_10,utilidades,30.2,0,103,28.7,
VAREJO_05,2027-01-11,LOJA_02,PROD_01,alimentos,10.28,nao,171,30.6,
VAREJO_05,2027-01-11,LOJA_02,PROD_02,alimentos,18.39,0,145,27.1,
VAREJO_05,2027-01-11,LOJA_02,PROD_03,bebidas,5.2,1,116,32.5,
VAREJO_05,2027-01-11,LOJA_02,PROD_04,bebidas,11.15,0,106,31.8,
VAREJO_05,2027-01-11,LOJA_02,PROD_05,higiene,27.89,0,127,31.8,
VAREJO_05,2027-01-11,LOJA_02,PROD_06,higiene,34.61,0,168,26.5,
VAREJO_05,2027-01-11,LOJA_02,PROD_07,limpeza,42.67,0,169,29.1,
VAREJO_05,2027-01-11,LOJA_02,PROD_08,limpeza,54.79,0,131,31.8,
VAREJO_05,2027-01-11,LOJA_02,PROD_09,utilidades,22.83,0,124,31.1,
VAREJO_05,2027-01-11,LOJA_02,PROD_10,utilidades,31.13,0,168,30.2,
VAREJO_05,2027-01-11,LOJA_03,PROD_01,alimentos,11.41,0,108,29.7,
VAREJO_05,2027-01-11,LOJA_03,PROD_02,alimentos,18.0,0,160,31.1,
VAREJO_05,2027-01-11,LOJA_03,PROD_03,bebidas,5.85,1,99,31.6,
VAREJO_05,2027-01-11,LOJA_03,PROD_04,bebidas,11.86,,122,25.5,
VAREJO_05,2027-01-11,LOJA_03,PROD_05,higiene,27.9,0,172,31.4,
VAREJO_05,2027-01-11,LOJA_03,PROD_06,higiene,34.78,0,130,29.8,
VAREJO_05,2027-01-11,LOJA_03,PROD_07,limpeza,41.62,0,151,28.2,
VAREJO_05,2027-01-11,LOJA_03,PROD_08,limpeza,47.82,1,130,31.2,
VAREJO_05,2027-01-11,LOJA_03,PROD_09,,21.96,0,136,30.8,
VAREJO_05,2027-01-11,LOJA_03,PROD_10,utilidades,25.5,1,,29.8,
VAREJO_05,2027-01-11,LOJA_04,PROD_01,alimentos,11.52,0,172,,
VAREJO_05,2027-01-11,LOJA_04,PROD_02,,15.84,1,157,32.2,
VAREJO_05,2027-01-11,LOJA_04,PROD_03,,6.92,0,130,31.6,
VAREJO_05,2027-01-11,LOJA_04,PROD_04,bebidas,11.36,0,149,27.1,
VAREJO_05,2027-01-11,LOJA_04,PROD_05,higiene,28.58,0,92,29.4,
VAREJO_05,2027-01-11,LOJA_04,PROD_06,higiene,"29,38",1,105,29.9,
VAREJO_05,2027-01-11,LOJA_04,PROD_07,limpeza,41.64,0,144,28.5,
VAREJO_05,2027-01-11,LOJA_04,PROD_08,limpeza,55.09,,176,32.2,
VAREJO_05,2027-01-11,LOJA_04,PROD_09,utilidades,23.04,0,171,32.1,
VAREJO_05,2027-01-11,LOJA_04,PROD_10,utilidades,30.47,0,125,31.6,
VAREJO_05,2027-01-12,LOJA_01,PROD_01,alimentos,11.09,0,170,25.6,
VAREJO_05,2027-01-12,LOJA_01,PROD_02,alimentos,16.06,1,174,28.0,
VAREJO_05,2027-01-12,LOJA_01,PROD_03,,4.97,1,174,25.3,
VAREJO_05,2027-01-12,LOJA_01,PROD_04,bebidas,10.61,0,119,28.8,
VAREJO_05,2027-01-12,LOJA_01,PROD_05,higiene,27.26,0,128,32.1,
VAREJO_05,2027-01-12,LOJA_01,PROD_06,higiene,34.69,0,171,26.5,
VAREJO_05,2027-01-12,LOJA_01,PROD_07,limpeza,42.56,0,,29.7,
VAREJO_05,2027-01-12,LOJA_01,PROD_08,limpeza,54.49,0,138,27.4,
VAREJO_05,2027-01-12,LOJA_01,PROD_09,utilidades,21.11,0,169,31.1,
VAREJO_05,2027-01-12,LOJA_01,PROD_10,utilidades,28.68,0,154,28.1,
VAREJO_05,2027-01-12,LOJA_02,PROD_01,alimentos,12.77,0,124,33.5,
VAREJO_05,2027-01-12,LOJA_02,PROD_02,alimentos,15.24,1,149,29.7,
VAREJO_05,2027-01-12,LOJA_02,PROD_03,bebidas,5.5,1,123,32.7,
VAREJO_05,2027-01-12,LOJA_02,PROD_04,bebidas,11.78,0,173,30.9,
VAREJO_05,2027-01-12,LOJA_02,PROD_05,higiene,27.76,0,158,30.4,
VAREJO_05,2027-01-12,LOJA_02,PROD_06,higiene,34.72,,144,31.4,
VAREJO_05,2027-01-12,LOJA_02,PROD_07,limpeza,41.32,0,108,33.2,
VAREJO_05,12/01/2027,LOJA_02,PROD_08,limpeza,,1,94,27.2,
VAREJO_05,2027-01-12,LOJA_02,PROD_09,utilidades,21.23,0,148,32.2,
VAREJO_05,2027-01-12,LOJA_02,PROD_10,utilidades,29.95,0,174,29.1,
VAREJO_05,2027-01-12,LOJA_03,PROD_01,alimentos,11.48,0,170,33.2,
VAREJO_05,2027-01-12,LOJA_03,PROD_02,alimentos,19.95,0,115,29.4,
VAREJO_05,12/01/2027,LOJA_03,PROD_03,bebidas,7.26,0,122,32.2,
VAREJO_05,2027-01-12,LOJA_03,PROD_04,bebidas,10.32,0,147,31.1,
VAREJO_05,2027-01-12,LOJA_03,PROD_05,higiene,27.48,0,114,30.3,
VAREJO_05,2027-01-12,LOJA_03,PROD_06,higiene,,0,166,,
VAREJO_05,2027-01-12,LOJA_03,PROD_07,limpeza,41.07,0,115,31.5,
VAREJO_05,2027-01-12,LOJA_03,PROD_08,limpeza,47.81,,122,29.8,
VAREJO_05,2027-01-12,LOJA_03,PROD_09,utilidades,21.48,0,136,32.5,
VAREJO_05,2027-01-12,LOJA_03,PROD_10,utilidades,25.77,1,115,30.2,
VAREJO_05,2027-01-12,LOJA_04,PROD_01,alimentos,11.72,0,104,30.1,
VAREJO_05,2027-01-12,LOJA_04,PROD_02,alimentos,16.35,0,148,30.5,
VAREJO_05,2027-01-12,LOJA_04,PROD_03,bebidas,6.42,1,172,30.4,
VAREJO_05,2027-01-12,LOJA_04,PROD_04,bebidas,9.87,0,141,28.4,
VAREJO_05,2027-01-12,LOJA_04,PROD_05,higiene,26.87,0,130,30.0,
VAREJO_05,2027-01-12,LOJA_04,PROD_06,higiene,34.7,0,159,31.8,
VAREJO_05,2027-01-12,LOJA_04,PROD_07,limpeza,,0,176,29.7,
VAREJO_05,2027-01-12,LOJA_04,PROD_08,limpeza,55.81,0,99,28.8,
VAREJO_05,2027-01-12,LOJA_04,PROD_09, UTILIDADES ,20.99,0,109,33.6,
VAREJO_05,2027-01-12,LOJA_04,PROD_10,utilidades,29.02,0,115,33.2,
VAREJO_05,2027-01-13,LOJA_01,PROD_01,alimentos,12.16,0,,27.6,
VAREJO_05,2027-01-13,LOJA_01,PROD_02,alimentos,18.54,0,97,31.0,
VAREJO_05,2027-01-13,LOJA_01,PROD_03,,7.67,0,123,31.0,
VAREJO_05,2027-01-13,LOJA_01,PROD_04,bebidas,11.56,0,124,30.7,
VAREJO_05,2027-01-13,LOJA_01,PROD_05,higiene,28.47,0,157,29.4,
VAREJO_05,2027-01-13,LOJA_01,PROD_06,,29.26,1,129,27.6,
VAREJO_05,2027-01-13,LOJA_01,PROD_07,limpeza,41.87,0,137,29.8,
VAREJO_05,2027-01-13,LOJA_01,PROD_08,limpeza,54.54,0,120,31.2,
VAREJO_05,2027-01-13,LOJA_01,PROD_09,utilidades,21.71,0,108,32.2,
VAREJO_05,2027-01-13,LOJA_01,PROD_10,utilidades,29.41,0,156,27.5,
VAREJO_05,2027-01-13,LOJA_02,PROD_01,alimentos,13.14,0,139,28.3,
VAREJO_05,2027-01-13,LOJA_02,PROD_02,alimentos,18.58,0,122,30.7,
VAREJO_05,2027-01-13,LOJA_02,PROD_03,bebidas,6.3,0,137,28.8,
VAREJO_05,2027-01-13,LOJA_02,PROD_04,bebidas,10.44,0,,30.4,
VAREJO_05,2027-01-13,LOJA_02,PROD_05,higiene,23.83,1,158,31.8,
VAREJO_05,2027-01-13,LOJA_02,PROD_06,higiene,36.07,0,168,30.0,
VAREJO_05,2027-01-13,LOJA_02,PROD_07,limpeza,35.38,1,108,,
VAREJO_05,2027-01-13,LOJA_02,PROD_08,limpeza,54.51,0,104,31.7,
VAREJO_05,2027-01-13,LOJA_02,PROD_09,utilidades,21.95,0,115,30.7,
VAREJO_05,2027-01-13,LOJA_02,PROD_10,utilidades,31.28,0,100,29.7,
VAREJO_05,2027-01-13,LOJA_03,PROD_01,alimentos,12.03,0,172,,
VAREJO_05,2027-01-13,LOJA_03,PROD_02,alimentos,18.28,0,162,28.9,
VAREJO_05,2027-01-13,LOJA_03,PROD_03,bebidas,6.93,0,157,32.5,
VAREJO_05,2027-01-13,LOJA_03,PROD_04,bebidas,11.02,0,124,29.0,
VAREJO_05,2027-01-13,LOJA_03,PROD_05,higiene,28.09,0,168,31.2,
VAREJO_05,2027-01-13,LOJA_03,PROD_06,higiene,34.48,,136,31.0,
VAREJO_05,2027-01-13,LOJA_03,PROD_07,limpeza,36.03,1,140,28.3,
VAREJO_05,2027-01-13,LOJA_03,PROD_08,limpeza,54.38,,114,30.8,
VAREJO_05,2027-01-13,LOJA_03,PROD_09,utilidades,21.2,0,122,28.0,
VAREJO_05,2027-01-13,LOJA_03,PROD_10,utilidades,29.91,0,107,27.5,
VAREJO_05,2027-01-13,LOJA_04,PROD_01,alimentos,11.68,0,114,,
VAREJO_05,2027-01-13,LOJA_04,PROD_02,alimentos,17.92,0,100,28.7,
VAREJO_05,2027-01-13,LOJA_04,PROD_03,bebidas,6.17,1,95,25.3,
VAREJO_05,2027-01-13,LOJA_04,PROD_04,bebidas,9.07,1,159,28.9,
VAREJO_05,2027-01-13,LOJA_04,PROD_05,higiene,27.73,0,167,29.8,
VAREJO_05,2027-01-13,LOJA_04,PROD_06,higiene,34.39,0,164,29.4,
VAREJO_05,2027-01-13,LOJA_04,PROD_07,limpeza,41.16,0,90,31.0,
VAREJO_05,2027-01-13,LOJA_04,PROD_08,limpeza,47.49,1,109,27.7,
VAREJO_05,2027-01-13,LOJA_04,PROD_09,utilidades,22.63,0,114,27.4,
VAREJO_05,2027-01-13,LOJA_04,PROD_10,utilidades,29.71,0,153,29.2,
VAREJO_05,2027-01-14,LOJA_01,PROD_01,alimentos,11.24,0,145,30.3,
VAREJO_05,2027-01-14,LOJA_01,PROD_02,alimentos,17.79,0,120,28.2,
VAREJO_05,2027-01-14,LOJA_01,PROD_03,bebidas,6.44,0,118,30.3,
VAREJO_05,2027-01-14,LOJA_01,PROD_04,bebidas,9.81,1,168,29.3,
VAREJO_05,2027-01-14,LOJA_01,PROD_05,higiene,24.12,1,118,31.7,
VAREJO_05,2027-01-14,LOJA_01,PROD_06,higiene,35.4,0,135,28.1,
VAREJO_05,2027-01-14,LOJA_01,PROD_07,limpeza,35.67,1,179,31.0,
VAREJO_05,2027-01-14,LOJA_01,PROD_08,limpeza,54.79,0,158,,
VAREJO_05,2027-01-14,LOJA_01,PROD_09, UTILIDADES ,17.81,1,176,29.1,
VAREJO_05,2027-01-14,LOJA_01,PROD_10,utilidades,29.89,0,134,28.5,
VAREJO_05,2027-01-14,LOJA_02,PROD_01,alimentos,12.29,0,168,31.4,
VAREJO_05,2027-01-14,LOJA_02,PROD_02,,14.68,1,161,29.0,
VAREJO_05,2027-01-14,LOJA_02,PROD_03,bebidas,7.77,0,166,,
VAREJO_05,2027-01-14,LOJA_02,PROD_04,bebidas,9.51,1,170,26.4,
VAREJO_05,2027-01-14,LOJA_02,PROD_05,higiene,28.19,0,157,26.2,
VAREJO_05,2027-01-14,LOJA_02,PROD_06,higiene,34.24,,101,32.0,
VAREJO_05,2027-01-14,LOJA_02,PROD_07,limpeza,36.18,1,115,27.6,
VAREJO_05,2027-01-14,LOJA_02,PROD_08,limpeza,55.31,0,122,29.9,
VAREJO_05,2027-01-14,LOJA_02,PROD_09,utilidades,23.52,0,128,30.1,
VAREJO_05,2027-01-14,LOJA_02,PROD_10,utilidades,29.45,0,97,29.6,
VAREJO_05,2027-01-14,LOJA_03,PROD_01,alimentos,13.54,0,141,29.0,
VAREJO_05,2027-01-14,LOJA_03,PROD_02,alimentos,18.37,0,,29.8,
VAREJO_05,2027-01-14,LOJA_03,PROD_03,,6.86,0,101,,
VAREJO_05,2027-01-14,LOJA_03,PROD_04,bebidas,11.47,0,138,25.9,
VAREJO_05,2027-01-14,LOJA_03,PROD_05,higiene,27.56,0,151,29.9,
VAREJO_05,2027-01-14,LOJA_03,PROD_06,higiene,35.39,0,116,31.6,
VAREJO_05,2027-01-14,LOJA_03,PROD_07,limpeza,35.42,1,91,30.6,
VAREJO_05,2027-01-14,LOJA_03,PROD_08,limpeza,53.51,0,104,27.5,
VAREJO_05,2027-01-14,LOJA_03,PROD_09,utilidades,19.56,1,164,30.3,
VAREJO_05,2027-01-14,LOJA_03,PROD_10,utilidades,29.62,0,162,31.4,
VAREJO_05,2027-01-14,LOJA_04,PROD_01,alimentos,12.47,0,137,30.2,
VAREJO_05,2027-01-14,LOJA_04,PROD_02,alimentos,15.21,1,100,30.9,
VAREJO_05,2027-01-14,LOJA_04,PROD_03,bebidas,6.68,,162,27.5,
VAREJO_05,2027-01-14,LOJA_04,PROD_04,bebidas,10.78,0,172,31.5,
VAREJO_05,2027-01-14,LOJA_04,PROD_05,higiene,25.05,,167,31.1,
VAREJO_05,2027-01-14,LOJA_04,PROD_06,higiene,34.37,0,176,27.8,
VAREJO_05,2027-01-14,LOJA_04,PROD_07,limpeza,41.73,0,170,32.4,
VAREJO_05,2027-01-14,LOJA_04,PROD_08,limpeza,47.22,1,159,24.4,
VAREJO_05,2027-01-14,LOJA_04,PROD_09,utilidades,22.34,0,109,30.8,
VAREJO_05,2027-01-14,LOJA_04,PROD_10,utilidades,29.51,,150,31.3,
VAREJO_05,2027-01-15,LOJA_01,PROD_01,alimentos,,0,158,27.9,
VAREJO_05,2027-01-15,LOJA_01,PROD_02,alimentos,,0,159,27.3,
VAREJO_05,2027-01-15,LOJA_01,PROD_03,bebidas,7.36,0,159,32.1,
VAREJO_05,2027-01-15,LOJA_01,PROD_04,bebidas,11.39,,97,26.5,
VAREJO_05,2027-01-15,LOJA_01,PROD_05,higiene,24.89,,164,31.0,
VAREJO_05,15/01/2027,LOJA_01,PROD_06, HIGIENE ,28.9,1,149,29.9,
VAREJO_05,2027-01-15,LOJA_01,PROD_07,limpeza,42.91,0,131,33.7,
VAREJO_05,2027-01-15,LOJA_01,PROD_08,limpeza,48.46,1,123,31.0,
VAREJO_05,2027-01-15,LOJA_01,PROD_09,utilidades,18.63,1,116,33.0,
VAREJO_05,2027-01-15,LOJA_01,PROD_10,,30.34,0,169,28.8,
VAREJO_05,2027-01-15,LOJA_02,PROD_01,alimentos,11.49,0,148,31.3,
VAREJO_05,2027-01-15,LOJA_02,PROD_02,alimentos,16.25,1,177,28.8,
VAREJO_05,2027-01-15,LOJA_02,PROD_03,,5.97,0,159,27.0,
VAREJO_05,2027-01-15,LOJA_02,PROD_04,bebidas,9.58,1,151,29.4,
VAREJO_05,2027-01-15,LOJA_02,PROD_05,higiene,28.25,0,149,32.0,
VAREJO_05,2027-01-15,LOJA_02,PROD_06,higiene,35.2,0,103,31.4,
VAREJO_05,2027-01-15,LOJA_02,PROD_07,limpeza,41.98,0,162,30.1,
VAREJO_05,2027-01-15,LOJA_02,PROD_08,limpeza,54.37,0,107,33.0,
VAREJO_05,2027-01-15,LOJA_02,PROD_09,utilidades,19.28,1,134,30.6,
VAREJO_05,2027-01-15,LOJA_02,PROD_10,utilidades,25.0,1,105,30.2,
VAREJO_05,2027-01-15,LOJA_03,PROD_01,alimentos,11.6,0,162,29.4,
VAREJO_05,2027-01-15,LOJA_03,PROD_02,alimentos,18.1,0,153,29.7,
VAREJO_05,2027-01-15,LOJA_03,PROD_03,bebidas,7.49,0,,31.2,
VAREJO_05,2027-01-15,LOJA_03,PROD_04,bebidas,10.39,0,139,29.6,
VAREJO_05,2027-01-15,LOJA_03,PROD_05,higiene,27.52,0,175,31.8,
VAREJO_05,2027-01-15,LOJA_03,PROD_06, HIGIENE ,29.05,1,154,31.8,
VAREJO_05,2027-01-15,LOJA_03,PROD_07,limpeza,41.05,0,144,30.8,
VAREJO_05,2027-01-15,LOJA_03,PROD_08,limpeza,-99.00,0,114,26.3,
VAREJO_05,2027-01-15,LOJA_03,PROD_09, UTILIDADES ,21.06,0,114,31.8,
VAREJO_05,2027-01-15,LOJA_03,PROD_10,utilidades,,0,122,30.5,
VAREJO_05,2027-01-15,LOJA_04,PROD_01,alimentos,12.23,0,177,27.4,
VAREJO_05,2027-01-15,LOJA_04,PROD_02,alimentos,18.38,0,161,28.2,
VAREJO_05,2027-01-15,LOJA_04,PROD_03,bebidas,7.04,0,172,30.6,
VAREJO_05,2027-01-15,LOJA_04,PROD_04,bebidas,11.58,0,120,28.4,
VAREJO_05,2027-01-15,LOJA_04,PROD_05,higiene,24.11,1,148,30.4,
VAREJO_05,2027-01-15,LOJA_04,PROD_06,higiene,34.22,0,92,31.3,
VAREJO_05,2027-01-15,LOJA_04,PROD_07,,42.7,0,157,30.9,
VAREJO_05,2027-01-15,LOJA_04,PROD_08,limpeza,54.53,,129,,
VAREJO_05,2027-01-15,LOJA_04,PROD_09,utilidades,23.09,0,135,27.4,
VAREJO_05,2027-01-15,LOJA_04,PROD_10,utilidades,26.19,1,141,28.6,
VAREJO_05,2027-01-16,LOJA_01,PROD_01,alimentos,12.25,0,91,31.2,
VAREJO_05,2027-01-16,LOJA_01,PROD_02,alimentos,16.25,1,119,27.8,
VAREJO_05,2027-01-16,LOJA_01,PROD_03,bebidas,8.41,0,164,31.4,
VAREJO_05,2027-01-16,LOJA_01,PROD_04,bebidas,11.69,,169,30.0,
VAREJO_05,2027-01-16,LOJA_01,PROD_05,higiene,27.77,,92,32.2,
VAREJO_05,2027-01-16,LOJA_01,PROD_06,,35.75,0,150,29.4,
VAREJO_05,2027-01-16,LOJA_01,PROD_07, LIMPEZA ,41.99,0,110,29.4,
VAREJO_05,2027-01-16,LOJA_01,PROD_08,,54.39,0,110,28.4,
VAREJO_05,2027-01-16,LOJA_01,PROD_09,utilidades,22.16,0,124,29.2,
VAREJO_05,2027-01-16,LOJA_01,PROD_10,utilidades,25.52,1,111,29.3,
VAREJO_05,2027-01-16,LOJA_02,PROD_01,alimentos,11.87,0,139,,
VAREJO_05,2027-01-16,LOJA_02,PROD_02,alimentos,15.68,1,177,26.7,
VAREJO_05,2027-01-16,LOJA_02,PROD_03,bebidas,6.91,0,120,27.3,
VAREJO_05,2027-01-16,LOJA_02,PROD_04,,12.08,0,168,28.3,
VAREJO_05,2027-01-16,LOJA_02,PROD_05,,22.95,1,179,29.1,
